,"Ip","Protocol","Src Port","Dst Port","Seq","Ack","Len"
"334","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,140552,1027,1325
"335","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,141877,0
"336","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,141877,1027,1399
"337","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,143276,0
"338","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,143276,1027,1399
"339","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,144675,0
"340","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,144675,1027,1399
"341","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,146074,0
"342","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,146074,1027,2795
"343","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,148869,0
"344","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,148869,1027,1399
"345","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,150268,0
"346","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,150268,1027,2798
"347","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,153066,0
"348","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,153066,1027,1436
"349","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,154502,0
"350","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,154502,1027,2793
"351","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,157295,0
"352","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,157295,1027,1399
"353","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,158694,0
"354","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,158694,1027,1399
"355","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,160093,0
"356","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,160093,1027,1399
"357","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,161492,0
"358","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,161492,1027,1399
"359","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,162891,0
"360","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,162891,1027,2574
"361","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,165465,0
"362","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,165465,1027,2835
"363","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,168300,0
"364","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,168300,1027,1362
"365","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,169662,0
"366","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,169662,1027,2798
"367","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,172460,0
"368","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,172460,1027,1399
"369","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,173859,0
"370","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,173859,1027,1399
"371","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,175258,0
"372","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,175258,1027,1399
"373","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,176657,0
"374","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,176657,1027,1399
"375","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,178056,0
"376","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,178056,1027,2798
"377","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,180854,0
"378","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,180854,1027,1399
"379","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,182253,0
"380","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,182253,1027,2798
"381","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,185051,0
"382","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,185051,1027,2798
"383","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,187849,0
"384","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,187849,1027,2798
"385","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,190647,0
"386","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,190647,1027,1399
"387","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,192046,0
"388","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,192046,1027,1399
"389","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,193445,1027,1399
"390","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,194844,0
"391","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,194844,1027,1399
"392","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,196243,1027,1399
"393","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,197642,0
"394","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,197642,1027,2798
"395","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,200440,0
"396","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,200440,1027,2798
"397","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,203238,0
"398","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,203238,1027,2798
"399","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,206036,0
"400","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,206036,1027,1399
"401","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,207435,0
"402","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,207435,1027,1399
"403","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,208834,1027,1399
"404","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,210233,0
"405","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,210233,1027,1399
"406","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,211632,1027,1399
"407","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,213031,0
"408","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,213031,1027,2798
"409","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,215829,0
"410","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,215829,1027,4197
"411","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,220026,0
"412","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,220026,1027,2872
"413","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,222898,0
"414","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,222898,1027,2724
"415","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,225622,0
"416","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,225622,1027,1399
"417","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,227021,0
"418","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,227021,1027,1399
"419","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,228420,1027,1399
"420","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,229819,0
"421","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,229819,1027,2835
"422","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,232654,0
"423","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,232654,1027,2798
"424","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,235452,0
"425","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,235452,1027,2761
"426","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,238213,0
"427","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,238213,1027,2872
"428","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,241085,1027,1436
"429","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,241085,0
"430","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,242521,0
"431","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,242521,1027,2463
"432","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,244984,0
"433","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,244984,1027,1399
"434","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,246383,0
"435","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,246383,1027,1399
"436","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,247782,1027,1436
"437","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,249218,0
"438","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,249218,1027,1362
"439","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,250580,0
"440","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,250580,1027,2798
"441","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,253378,1027,1399
"442","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,253378,0
"443","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,254777,0
"444","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,257575,1027,1436
"445","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,254777,1027,2798
"446","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,257575,0
"447","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,259011,0
"448","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,259011,1027,2872
"449","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,261883,0
"450","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,261883,1027,2872
"451","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,264755,0
"452","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,264755,1027,1214
"453","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,265969,0
"454","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,265969,1027,1399
"455","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,267368,0
"456","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,267368,1027,2798
"457","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,270166,0
"458","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,270166,1027,1436
"459","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,271602,0
"460","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,271602,1027,1362
"461","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,272964,1027,2835
"462","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,275799,0
"463","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,275799,1027,1362
"464","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,277161,0
"465","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,277161,1027,1436
"466","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,278597,0
"467","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,278597,1027,1436
"468","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,280033,1027,1436
"469","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,281469,0
"470","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,284193,1027,1436
"471","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,284193,0
"472","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,281469,1027,2724
"473","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,285629,0
"474","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,285629,1027,1325
"475","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,286954,0
"476","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,286954,1027,1399
"477","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,288353,1027,1399
"478","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,288353,0
"479","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,289752,1027,1436
"480","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,291188,0
"481","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,291188,1027,1549
"482","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,292737,0
"483","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,292737,1027,2835
"484","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,295572,0
"485","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,295572,1027,2798
"486","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,298370,0
"487","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,298370,1027,1436
"488","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,299806,0
"489","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,299806,1027,1436
"490","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,301242,1027,2872
"491","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,304114,0
"492","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,306986,1027,1140
"493","140.82.118.4,192.168.170.159","Transmission Control Protocol",443,42174,304114,1027,2872
"494","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,306986,0
"495","192.168.170.159,140.82.118.4","Transmission Control Protocol",42174,443,1027,308126,0
